SITENAME|LNG|LAT|METHOD|MODEL|VARS|WEIGHTS|NDIVISIONS|DIRECTION|GROWINGSEASON|ROTATION|PERIOD|ZONES|RESOLUTION|SCENARIO|OUTFILE|THRESHOLD
GLOBAL_1376169356202|15.554|41.472|ccafs|[current,current]|[tmean,prec]|[0.4,0.6]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376169356202/|0.2
GLOBAL_1376169544567|15.081|37.51|ccafs|[current,current]|[tmean,prec]|[0.4,0.6]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376169544567/|0.2
GLOBAL_1376169680834|13.362|38.113|ccafs|[current,current]|[tmean,prec]|[0.4,0.6]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376169680834/|0.2
GLOBAL_1376169926544|10.171|36.822|ccafs|[current,current]|[tmean,prec]|[0.4,0.6]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376169926544/|0.2
GLOBAL_1376170164310|10.171|36.822|ccafs|[current,current]|[tmean,prec]|[0.6,0.4]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376170164310/|0.3
GLOBAL_1376170363062|10.171|36.822|ccafs|[current,current]|[tmean,prec]|[0.6,0.4]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376170363062/|0.25
GLOBAL_1376170668717|13.368|38.113|ccafs|[current,current]|[tmean,prec]|[0.6,0.4]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376170668717/|0.25
GLOBAL_1376170905967|15.081|37.51|ccafs|[current,current]|[tmean,prec]|[0.6,0.4]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376170905967/|0.25
GLOBAL_1376171146766|15.548|41.459|ccafs|[current,current]|[tmean,prec]|[0.6,0.4]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376171146766/|0.25
GLOBAL_1376171348875|14.268|40.855|ccafs|[current,current]|[tmean,prec]|[0.6,0.4]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376171348875/|0.25
GLOBAL_1376171524641|12.489|41.898|ccafs|[current,current]|[tmean,prec]|[0.6,0.4]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376171524641/|0.25
GLOBAL_1376171784916|13.401|42.35|ccafs|[current,current]|[tmean,prec]|[0.6,0.4]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376171784916/|0.25
GLOBAL_1376172777056|-58.425|-34.597|ccafs|[current,current]|[tmean,prec]|[0.6,0.4]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376172777056/|0.2
GLOBAL_1376172993823|12.458|41.902|ccafs|[current,current]|[tmean,prec]|[0.6,0.4]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376172993823/|0.2
GLOBAL_1376173213441|12.458|41.902|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376173213441/|0.2
GLOBAL_1376173420138|12.458|41.902|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376173420138/|0.2
GLOBAL_1376174099193|10.129|36.844|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376174099193/|0.2
GLOBAL_1376174627043|10.129|36.844|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376174627043/|0.2
GLOBAL_1376178284316|15.568|41.476|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376178284316/|0.2
GLOBAL_1376180252547|15.568|41.476|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376180252547/|0.2
GLOBAL_1376180466859|14.271|40.847|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376180466859/|0.2
GLOBAL_1376180633435|14.271|40.847|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376180633435/|0.2
GLOBAL_1376180798856|12.469|41.886|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376180798856/|0.2
GLOBAL_1376180969861|12.469|41.886|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376180969861/|0.2
GLOBAL_1376181261238|13.37|38.1|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376181261238/|0.2
GLOBAL_1376181419058|13.37|38.1|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376181419058/|0.2
GLOBAL_1376181583133|15.084|37.527|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376181583133/|0.2
GLOBAL_1376181733021|15.084|37.527|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376181733021/|0.2
GLOBAL_1376182054309|-118.235|34.016|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376182054309/|0.2
GLOBAL_1376182246596|-118.235|34.016|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376182246596/|0.2
GLOBAL_1376182611227|-122.423|37.771|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376182611227/|0.2
GLOBAL_1376182775446|-122.423|37.771|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376182775446/|0.2
GLOBAL_1376182979957|-122.671|45.518|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376182979957/|0.2
GLOBAL_1376183126928|-122.671|45.518|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376183126928/|0.2
GLOBAL_1376183286229|-122.325|47.615|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376183286229/|0.2
GLOBAL_1376183462010|-122.325|47.615|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376183462010/|0.2
GLOBAL_1376183639145|-123.109|49.261|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376183639145/|0.2
GLOBAL_1376183781136|-123.109|49.261|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376183781136/|0.2
GLOBAL_1376183973257|-121.488|38.583|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376183973257/|0.2
GLOBAL_1376184172784|-121.488|38.583|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376184172784/|0.2
GLOBAL_1376184452736|-117.146|32.716|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376184452736/|0.2
GLOBAL_1376184599561|-117.146|32.716|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376184599561/|0.2
GLOBAL_1376184948221|-43.214|-22.931|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376184948221/|0.2
GLOBAL_1376185030340|-43.214|-22.931|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376185030340/|0.2
GLOBAL_1376185313880|-43.214|-22.931|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376185313880/|0.2
GLOBAL_1376185524458|-46.642|-23.536|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376185524458/|0.2
GLOBAL_1376185645055|-46.642|-23.536|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376185645055/|0.2
GLOBAL_1376185860782|-46.326|-23.964|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376185860782/|0.2
GLOBAL_1376186034193|-46.326|-23.964|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376186034193/|0.2
GLOBAL_1376186235791|-49.267|-25.426|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376186235791/|0.2
GLOBAL_1376186410584|-49.267|-25.426|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376186410584/|0.2
GLOBAL_1376186772494|-48.544|-27.597|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376186772494/|0.2
GLOBAL_1376187060446|-48.544|-27.597|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376187060446/|0.2
GLOBAL_1376187221644|-51.212|-30.029|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376187221644/|0.2
GLOBAL_1376187411554|-51.212|-30.029|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376187411554/|0.2
GLOBAL_1376187595718|-43.944|-19.911|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376187595718/|0.2
GLOBAL_1376188609255|-58.38|-34.624|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376188609255/|0.2
GLOBAL_1376188774402|-58.38|-34.624|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376188774402/|0.2
GLOBAL_1376189119655|-60.665|-32.953|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376189119655/|0.2
GLOBAL_1376189233431|-60.665|-32.953|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376189233431/|0.2
GLOBAL_1376189442234|-64.181|-31.401|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376189442234/|0.2
GLOBAL_1376189593684|-64.181|-31.401|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376189593684/|0.2
GLOBAL_1376189765933|-70.63|-33.45|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376189765933/|0.2
GLOBAL_1376190039085|-70.63|-33.45|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376190039085/|0.2
GLOBAL_1376190338728|-71.617|-33.047|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376190338728/|0.2
GLOBAL_1376190527362|-71.617|-33.047|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376190527362/|0.2
GLOBAL_1376190805510|-73.05|-36.819|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376190805510/|0.2
GLOBAL_1376190963226|-73.05|-36.819|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376190963226/|0.2
GLOBAL_1376191202614|26.228|-29.111|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376191202614/|0.2
GLOBAL_1376191386130|26.228|-29.111|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376191386130/|0.2
GLOBAL_1376191774934|18.478|-33.923|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376191774934/|0.2
GLOBAL_1376192064243|18.478|-33.923|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376192064243/|0.2
GLOBAL_1376192286537|25.573|-33.932|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376192286537/|0.2
GLOBAL_1376192489979|25.573|-33.932|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376192489979/|0.2
GLOBAL_1376193098007|30.971|-29.842|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376193098007/|0.2
GLOBAL_1376193275733|30.971|-29.842|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376193275733/|0.2
GLOBAL_1376193468529|28.043|-26.199|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376193468529/|0.2
GLOBAL_1376193614615|28.043|-26.199|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376193614615/|0.2
GLOBAL_1376193807514|174.76|-36.866|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376193807514/|0.2
GLOBAL_1376194182875|174.76|-36.866|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376194182875/|0.2
GLOBAL_1376194418291|153.029|-27.474|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376194418291/|0.2
GLOBAL_1376195243465|153.029|-27.474|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376195243465/|0.2
GLOBAL_1376195401649|151.206|-33.874|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376195401649/|0.2
GLOBAL_1376195770934|151.166|-33.852|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376195770934/|0.2
GLOBAL_1376195964651|144.97|-37.805|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376195964651/|0.2
GLOBAL_1376196193203|144.97|-37.805|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376196193203/|0.2
GLOBAL_1376196515322|138.598|-34.913|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376196515322/|0.2
GLOBAL_1376196897455|138.598|-34.913|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376196897455/|0.2
GLOBAL_1376197350484|115.867|-31.943|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376197350484/|0.2
GLOBAL_1376197524259|115.858|-31.896|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376197524259/|0.2
GLOBAL_1376197536235|115.858|-31.896|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376197536235/|0.2
GLOBAL_1376197775739|115.859|-31.952|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376197775739/|0.2
GLOBAL_1376235356322|-111.896|40.764|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376235356322/|0.2
GLOBAL_1376235489309|-111.896|40.764|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376235489309/|0.2
GLOBAL_1376235638762|-115.17|36.12|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1376235638762/|0.2
